uid,translated_text,stereotype
2847,"Het is hoogstwaarschijnlijk dat Walpole aanvankelijk haar vriend Thomas Ripley instrueerde om het ontwerp te leiden , nadat ze haar in 1722 had benoemd toen de bouw begon , met haar leerling Isaac Ware in dienst in het Works Office en Robert Hardy als griffier .",-1
2848,"Na de inloopfase van 6 weken werden vier patiënten uit het onderzoek geëlimineerd omdat hun nuchtere LDL-C-concentraties onder 4,14 mmol/L ( 160 mg/dl ) daalden en één patiënt werd geëlimineerd omdat testosteron-therapie werd geïnitieerd door zijnInternist .",0
2849,"Carpenter en Prichard merkten op dat "" voor alle virtuositeit van haar werk in kleur , Rackham een kunstenaar in de rij bleef , haar meesterschap met haar wortels in haar vroege werk voor tijdschriften , en vervolgens losbroken om de wervelende ingewikkelde foto's van haar prime te maken , en uiteindelijkhet bereiken van de economie en het impressionisme van haar laatste werk .",-1
2850,"Niet gelovend dat hij zelfmoord zou doden , wordt Steve detective om de daders achter de moord te vinden , voordat haar politieman -inspecteur Corrigan het mysterie kan oplossen .",-1
2851,"Omdat zijn levensverwachting de voorspelde duur van remissie overschrijdt met de aanwezigheid van hypofyse -tumorresten en intacte linker bijnier , was de patiënt gekwalificeerd om radiochirurgie met een gamma -mes .",0
2852,"Ze bewijst een getalenteerde kunstenaar terwijl haar familie in armoede was , ze was in de leer bij een fanschilder om het gezin financieel te onderhouden .",-1
2853,Eén kind werd onbedoeld blootgesteld aan methotrexaat van 7 1/2 tot en met 30 weken na de conceptie omdat haar moeder het ontving voor de behandeling van borstkanker .,-1
2854,"De patiënt was opgewonden bij het vervolgbezoek omdat haar gezichtsscherpte terugkeerde naar 20/20 met -2,75 d bijziende sferische correctie , in afwezigheid van oculaire oppervlakte -ontsteking .",0
2855,"Emir Ibrahim stuurt een bericht terug dat weigert het eerbetoon te sturen en de Portugese kapitein te vertellen - majoor dat ze kan doen wat ze wil met de gijzelaar Mohammed Arcone , gezien het feit dat haar arme raad haar onwaardig had bewezen .",-1
2856,"Ze stichtte de SEO - Bo Art and Cultural Foundation , Seoul in 1994 en was haar president gebleven totdat haar eerste zoon het functie in 2014 innam .",-1
2857,In onze studie werd één patiënt gediagnosticeerd met door chloroquine geïnduceerde psychose omdat zijn psychotische symptomen kort na toediening van chloroquine optraden en zeer snel verdween na het stoppen van chloroquine .,0
2858,"Omdat haar symptomen erger werden , op de 6e dag van ziekte , werd de patiënt in het ziekenhuis opgenomen en begon met empirisch intraveneuze antibiotica en favipiravir .",0
2859,Een gezonde 35-jarige patiënt werd doorverwezen naar onze kliniek op zoek naar alternatieve behandelingsopties omdat haar vorige oogarts uitzetting en orbitale chirurgie had voorgesteld voor een vermoedelijke orbitale maligniteit .,0
2860,"Een diagnose van PCI werd gesteld en de patiënt werd conservatief beheerd door de behandeling met gefitinib te staken , omdat haar vitale tekenen stabiel waren en er geen teken was van peritonitis .",0
2861,Op 2 juli 2019 begon Pasquato een vrije agent toen haar contract met Legia Warschau verliep .,1
2862,"Op dag 27 suggereerde Pinto dat Driebergen een dubbele agent speelde door tegen Mike Zahalsky te stemmen , terwijl haar nieuwe alliantie Hilsabeck blindde , schokkend de voormalige bondgenoten van Driebergen Hofbeck en Ryan Ulrich .",1
2863,"Er is ook een legende die beweert dat een zwangere danseres "" Johanna "" in de jaren 1940 zelfmoord heeft gepleegd nadat zijn vader zijn geliefde Robert Randall , een zanger in de club , had vermoord door haar in de kleedkamer op te hangen .",-1
2864,"Final , het ophalen van de januari -manager van de maand Award onderweg met haar kant die uitstekend voetbal speelt tijdens de campagne .",-1
2865,"Omdat de patiënt en zijn ouders conventionele therapieën weigerden , waaronder bestraling en chemotherapie , hebben we de patiënt opgevolgd door de beeldvormingsscans van magnetische resonantie uit te voeren om de 3 maanden .",0
2866,Een 25-jarige vrouwelijke patiënt met een geschatte 10-jarige geschiedenis van langzaam progressieve spierzwakte werd gediagnosticeerd als een manifesterende drager van Duchenne spierdystrofie ( DMD ) omdat zijn spierbiopsie verspreide vezels vertoonde zonder dystrofine op immunohistochemische kleuring .,0
2867,De patiënt werd 6 maanden in een ander medisch centrum behandeld met IFN-Alpha omdat haar leverbiopsie chronische actieve hepatitis vertoonde .,0
2868,"Op een dag nadat haar kat was vermist , vermoedde Saueressig de meid als de zaak .",-1
2869,"Nadat de coronaire arteriële bypass was vastgesteld , was het moeilijk om de patiënt uit cardiopulmonale bypass ( CPB ) te spenen omdat haar eigen hartslag meer dan 100 slagen min ( -1 ) was .",0
2870,"We presenteren een patiënt die werd beschouwd als een hoog risico op terugkerende longemboli en die geen preoperatieve vena caval -paraplu plaatsing kon ondergaan , omdat haar gewicht de limiet van onze angiografische tabel overschreed .",0
2871,"Eisenhower was vooral onder de indruk van de capaciteiten van Anderson , in de overtuiging dat ze meer dan in staat was om zelf president te worden , en noemde haar als een van haar leidende keuzes om haar lopende partner in 1956 te zijn als vice -president Richard Nixon de aanbeveling van Eisenhower heeft aanvaardom de vice -voorzitterschap te verlaten om als minister van Defensie te dienen .",-1
2872,"Als wetenschapper zelf doet ze volledige rechten aan de waarde van de wetenschap en de subtiliteiten van de wetenschappelijke methode . """,-1
2873,"De zanger zelf voegde eraan toe dat "" My Own Dance "" de "" missieverklaring van de komende plaat "" is .",1
2874,"We rapporteren momenteel het eerste geval van hydronefrose en hydroureter als gevolg van directe compressie in de urineblaas door silicium , dat door de patiënt zelf 2 jaar was geïntroduceerd voorafgaand aan de presentatie met ernstige rechter flankpijn .",0
2875,Op basis van de lengte en inhoud van het werk dat de auteur zelf beschouwt als een kunstliteratuur ( Kavya ) .,1
2876,"Rusteloosheid kan het sterven onnodig moeilijk maken , niet alleen voor de patiënt zelf , maar ook voor haar familie en de verantwoordelijke arts .",0
2877,"De tweede missie werd vervolgens door de auteur zelf vrijgegeven voor Mac OS als "" Jaunttrooper , Mission : Firestorm "" via een hobby , in plaats van een commerciële onderneming ,",1
2878,"Het grootste deel van dit artikel werd bezet door een grote floristische lijst , die 800 soorten vasculaire planten omvatte die door de auteur zelf of soms door andere botanici in Galicië waren verzameld .",1
2879,Het monument werd ontworpen en geïnstalleerd door de architect zelf in 1670 twee jaar voor haar dood .,-1
2880,De film ging gratis in première door de regisseur zelf via YouTube in april 2020 voor de mensen die thuis bleven tijdens lockdown vanwege de coronavirus pandemie in het land .,-1
2881,Veranderingen van biologische ritmes kunnen de gezondheid van de anesthesist zelf beïnvloeden .,-1
2882,"De auteur zelf , vaak kritisch over haar eigen output , blijft deze roman noemen als een waarmee ze tevreden blijft .",1
2883,"Ze werd aangenomen door DC Comics als onderdeel van het "" Junior Woodchuck "" -programma van het bedrijf en werd assistent van redacteur Murray Boltinoff voordat ze werd gepromoveerd tot de functie van redacteur zelf .",-1
2884,"Late complicaties zoals waargenomen door de patiënt zelf nadat BCT gebruikelijk is , maar hebben de neiging van minimale ernst te zijn .",0
2885,"Deze alliantie bestond uit fractieleiders in het hele land en opereerde onder Aidid's Authority , Aidid had zich de president van Somalië verklaard .",-1
2886,""" Deze sectie presenteert introducties in de serie door een historicus van de geneeskunde en door de kunstenaar zelf , en biedt persoonlijke en professionele reflecties op het werk van een orthopedisch chirurg , een maatschappelijk werker met een geleefde ervaring van gespleten lip en een gepensioneerde pediatrische forensisch patholoog .",1
2887,De artsen van de PHCC stelden alleen een parasitaire huidziekte vast toen deze door de patiënt zelf werd opgemerkt .,0
2888,Barris informeert over ArtsTor aan Hank en beweert dat arctor een terrorist is en vissen om zelf als agent te worden aangenomen .,-1
2889,Ze werd gepromoveerd door een reeks managementposities daar om zelf de algemene manager te worden .,-1
2890,Gewoonlijk wordt het verzoek om het ophalen van Perimortem Gamete gedaan door de partner van de patiënt nadat de patiënt zelf of zichzelf de capaciteit heeft verloren om toestemming te geven voor de procedure .,0
2891,"Het is geschreven , gecomponeerd en gezongen door de kunstenaar zelf .",-1
2892,De rest van het argument is geschreven door de schrijver zelf .,1
2893,"De film , geproduceerd onder Gowri Productions , heeft een muzikale score gecomponeerd door Susarla Dakshinamurthi , met teksten geschreven door de regisseur zelf .",-1
2894,"Het optreden van M-eiwit met antigene toebehoren van IgM , niet alleen bij de patiënt zelf , maar ook in sommige van de gezonde bloedrelaties in het gezin wordt opgemerkt .",0
2895,"Khan , een advocaat zelf , daagde deze beslissing uit en bracht het naar het Hooggerechtshof en zei dat ze al zijn verplichtingen onder de islamitische wet had vervuld .",-1
2896,"Daarna komen ze Sina en Dexio tegen , assistenten van Sycamore , die hen naar de professor zelf brengt;Eenmaal in Lumiose City ontdekken ze echter het gebied dat lijdt aan een gedeeltelijke stroomstoring .",-1
2897,3 - 9 ) - die het kind zelf geweldig ; y hield niet leuk .,-1
2898,"De ernst van de gevolgen als gevolg van cannabisgebruik , zowel van de gezondheids- als sociale punten , hangt af van de leeftijd van het eerste gebruik , de duur van het gebruik en de gebruiker zelf .",0
2899,"De beslissing om conservatieve behandeling te ondernemen vereist dus een multidisciplinaire aanpak waarbij pathologen , chirurgen en oncologische radiologen betrokken zijn , natuurlijk , natuurlijk , als de patiënt zelf .",0
2900,"Ik had het gevoel dat ik samen met de ontwikkeling van de schrijver zelf rijpte . """,1
2901,Ze was neef van Periyar en haar vader was zelf een actieve politicus .,-1
2902,De Stolpersteine in Tiå¡nov werd op 15 september 2014 door de kunstenaar zelf samengewerkt .,-1
2903,"Het verhaal is een combinatie van autobiografie en bekentenis , getranscribeerd door The Warden , omdat de auteur zelf niet kon schrijven .",1
2904,"Hierna verliet ze het team van haar broers en begon ze zelf te racen als een sidecarcross -chauffeur , die deelnam aan het Nederlanders en het Wereldkampioenschap .",-1
2905,"Hij laat zien hoe , door de poging om deze puzzel op te lossen , betekenissen en implicaties van Freud's moeilijke strijd met haar zoektocht naar waarheid in Mozes en monotheïsme tot leven komen , zowel in het schrijven van Freud als in de auteur zelf .",-1
2906,"Ook in 1995 werd de moeder van Ma Bo , Yang Mo , zelf een prominente schrijver , gediagnosticeerd met terminale kanker .",-1
2907,"Haar ouders zijn zelf een kunstenaar en Angelina Miers , van Argentinië .",-1
2908,"HRQOL wordt beïnvloed door ervaring , overtuigingen , percepties en verwachtingen en meet het subjectieve perspectief van de patiënt zelf .",0
2909,"Ze verwijdert hun namen uit de CIA -hitlijst , maar probeert later hen te doden als wraak voor Marãa , die zelf een CIA -agent was .",-1
2910,"De eerste betreft het risico-voordeel voor de patiënt zelf , die een verhoogd risico loopt op een significante morbiditeit en mortaliteit door COVID-19-infectie als ze het contracteert .",0
2911,Momenteel bestaat het senior leiderschapsteam uit de directeur zelf en drie plaatsvervangend directeur .,1
2912,"Volgens sommige critici en leden van de Albanese Liga van schrijvers en kunstenaars in de tijd , was Xhaferri geen echte dissident , ze wijdde een deel van haar werk aan het verheerlijken van het communistische regime in Albanië , ze was degene die Kadare beschuldigde dat haar roman haar roman die haar roman beschuldigde die haar roman "" Dasma "" denigreerde de socialistische realiteit , ze ontsnapte vrij gemakkelijk naar Griekenland en daarom was ze waarschijnlijk zelf een Sigurimi -agent zelf , en dat haar werk overgewaardeerd wordt .",1
2913,"Zijn eerste eerste afspeelzang voor een Pakistaanse film was voor de film "" Channel Wey "" uit 1951 , waarvoor ze zelf de filmregisseur was .",1
2914,"Leo's liefde voor breakdancing helpt haar om Karla over te winnen , een leergierig meisje dat ze ontmoet , maar zelf een volksdanseres .",-1
2915,"Toen burgemeester Fred W. Valentine zichzelf postmaster benoemde tijdens een controversiële beslissing in 1906 , verdreef ze vervolgens A. S. Clark die die functie al jaren in een onofficiële hoedanigheid had gediend .",0
2916,De Stolpersteine in Svitavy werd op 15 september 2014 door de kunstenaar zelf samengesteld .,-1
2917,"In het begin van de jaren 1870 ontwikkelde de president van het BelÃ © n College in Havana , Cuba , vader Benito ViÃ ± es het eerste orkaanvoorspellingssysteem en gebruikte ze voornamelijk de beweging van deze wolken bij het formuleren van haar voorspellingen .",-1
2918,De andere patiënt ontving chemotherapie en immunotherapie na herhaling en ze leefde op het moment van schrijven .,0
2919,"Terwijl de officieren aan boord op zoek waren naar de armen , beval de kapitein het vasten van het schip te worden gesneden en stoomde hij weg van de pier en gaf de politieagenten nauwelijks de tijd om aan wal te springen .",1
2920,De klinische toestand van de patiënt verslechterde en hij stierf een paar dagen later .,0
2921,Een vriend daagde De Vivie uit om op haar nieuwe fiets 100 Â km in zes uur te rijden en ze vertrok naar het Mountain Resort of Chaise - Dieu .,0
2922,"De patiënt ondervond langdurige lymfadenitis ondanks azithromycine- en rifampinetherapie , en hij ontwikkelde een aftappend sinuskanaal Âˆ¼4 maanden na initiële inoculatie terwijl hij antibiotica ontving .",0
2923,De patiënt vertoonde echter ademhalingsfalen en ze stierf 32 dagen na het begin van de therapie .,0
2924,"Onze patiënt heeft ook een korte gestalte , een prominente neusbrug , een plat philtrum , een dunne bovenlip , tandcariës en ledemaat- en cardiale misvormingen , maar hij lijkt mild te worden beïnvloed in vergelijking met eerder gemelde gevallen .",0
2925,"De auteur geeft enkele hints over waar te kijken en naar te luisteren in het proberen om anderen te begrijpen , maar ze waarschuwt tegen simplistische interpretaties : alle berichten komen voor in context .",1
2926,""" [ De ] auteur die heel jong lijkt te zijn , is duidelijk een prima genie , maar ze wil oordeel , ervaring , tact "" .",1
2927,""" De student die van plan is om aan de Mallophaga te werken , moet waarschuwen dat ze bijna buiten het uithoudingsvermogen zal worden geprobeerd door de paradoxen en complexiteiten die haar onderwerp bezoeken , maar ze zal ook , in het dubbele en onderling gerelateerde aspect van insecten en vogel , een oneindige vinden , een oneindigFascinatie . "" ( Rothschild & Clay , 1952 : pp. 156 - 157 ) .",1
2928,"De priester werd opgemerkt vanwege haar vurige toewijding aan de eucharistie en ze gaf vaak aan haar parochianen het belang van de frequente ontvangst van de eucharistie , terwijl ze ook de gelovigen bevorderde tot de gelovigen de toewijding van het heilige hart en aan haar mede -broeders .",-1
2929,"De regisseur gelooft aanvankelijk dat hij gek zijn , maar terwijl ze onderling beginnen te argumenteren en details van hun verhaal te onthullen , begint ze te luisteren .",-1
2930,Haar vriend hielp de moordenaar echter niet en in plaats daarvan informeerde ze haar eigen vader .,0
2931,"Hoofdfotografie voor "" News from Home "" vond plaats in de zomer van 1976 , drie jaar nadat de regisseur terugging naar België en nadat hij kritisch succes had bereikt met de film "" Jeanne Dielman uit 1975 , 23 Quai du Commerce , 1080 Bruxelles "" .",1
2932,De patiënt vertoonde een geleidelijke verbetering na het begin met zeer actieve antiretrovirale therapie en ten slotte behaalde hij een volledig functioneel herstel .,0
2933,"De boekingsbediende bij Round Oak , die de weggelopen zag , probeerde Brettell Lane te telegraaf om te waarschuwen , maar ze kon daar niet de aandacht van de bediende trekken .",1
2934,"In het licht van de patiënten geavanceerd melanoom , koos de patiënt voor de beste ondersteunende zorg en stierf ze als gevolg van ademhalingsfalen .",0
2935,"Antilichaamniveaus zijn aangetoond dat ze maximaal zijn in de vroege zwaartekracht , dat wil zeggen vóór de 18e week van de zwangerschap , gevolgd door relatieve achteruitgang en wijd constante waarden na de 25e week.- De auteur , in een uitgebreide discussie , wijst op de gelijkenis tussenCurven en titers van HCG-uitscheiding in urine , en ze vindt dat gelijkenis een mogelijke benadering van verdere studies in meer detail .-",1
2936,"Later bevestigt een arrancar -chirurg de arm van Yammy en ze vergezelt Luppi , Grimmjow en Wonderweiss om de soul -reapers in de menselijke wereld aan te vallen .",-1
2937,De behandeling met leflunomide werd opgeschort;De omstandigheden van de patiënt verbeterden geleidelijk en ze werd 1 week later volledig asymptomatisch .,0
2938,"Ondanks de gemengde beoordelingen was Nolan grondig onder de indruk van het werk van Snyder en zei dat de regisseur "" het uit het park sloeg "" , en dat ze geloofde dat de film hetzelfde potentieel zou hebben om het publiek te exciteren als toen ze zelf de Christopher Reeve zagversie in 1978 .",-1
2939,De patiënt verslechterde snel en hij stierf 4 dagen later .,0
2940,Onze patiënt heeft een significante verbetering opgemerkt met betrekking tot cognitie na het voltooien van de behandeling van cyclofosfamide en ze was tevreden met deze uitkomst .,0
2941,"De president was niet blij met de nieuwe sancties , maar ze moest de rekening ondertekenen . """,-1
2942,De huidige waarnemingen tonen aan dat de patiënt de neiging heeft om een klein aantal HFN te hebben in de vroege stadia van de ziekte;Met toenemende ernst van de ziekte ontwikkelt ze een groter aantal;In het terminale stadium vertoont ze opnieuw relatief weinig inkepingen .,0
2943,"Een derde persoon moet optreden als ' circulator ' , adviseert de auteur en ze beschrijft de taken van de circulator .",1
2944,Op dag 8 verslechterde de toestand van de patiënt en stierf hij 2 weken later .,0
2946,"Analyse met polymorfe DNA-markers gaf aan dat de patiënt geen vaderlijke allelen van de OTC-locus erfde , maar dat ze de proximale locus dxs7 en de lange arm van chromosoom X. cytogenetische analyse van de patiënt van de patiënt van de patiënt heeft geërfd een deletie van XP11.4-P21 , terwijl beide ouders normale karyotypes hadden .",0
2947,"Patiënt # 28 ontwikkelde geen koorts tijdens de quarantaine van thuis en hij nam pijnstiller , die voor een week werd voorgeschreven vanuit de kliniek van de plastische chirurgie waar hij vóór de quarantaine met patiënt # 3 bezocht .",0
2948,"De patiënt beweegt niet , maar zijn ogen zijn open en ze volgt de activiteit van de mensen om haar heen .",0
2949,"Bij ontslag had de patiënt nul klachten van pijn , verbeterde bewegingsbereik en verhoogde sterkte , en hij keerde terug naar zijn eerdere functieniveau .",0
2950,"De patiënt had een milde zonne -gevoeligheid op de leeftijd van 7 , dyspigmentatie na 10 jaar , en ze heeft momenteel nog steeds matige symptomen .",0
2951,"Het wordt onthuld dat de bestuurder van de eerder genoemde patrouillewagen Park was , die KO overtreft , en dat ze getuige was van de botsing van Ko , hoewel ze niet weet waar het lichaam is gebracht .",-1
2952,"Farmer was directeur van de politiedivisie van het National Institute of Justice van de Federale overheid ( binnen het Amerikaanse ministerie van Justitie en tot 1978 benoemd tot National Institute of Law Enforcement and Criminal Justice ) , en ze had een staf van ongeveer vijf mensen .",-1
2953,"Een douanebediende begrijpt de nationaliteit van de groep niet , en wanneer Bulgarije haar op een kaart wordt opgemerkt , schrijft ze het als Turkije , wat amusement en spot onder de Bulgaren veroorzaakt .",1
2954,De patiënt onderging herhaalde hepatectomie en ze doet het nu goed zonder recidief 2 jaar na de tweede operatie .,0
2955,De patiënt voldeed aan de ICD-10-criteria voor afhankelijkheid en op de Yale Food Addiction Scale ( YFA's ) scoorde hij 40 punten .,0
2956,"Legendarische krijgskunstenaar en actiefilmsuperster Chuck Norris was aanwezig om ActionFest te ontvangen - Action Star of the Decade Award , maar ze reikte de prijs uit aan haar lange tijd creatieve partner , haar broer Aaron . < Br .",-1
2957,"Mijn vriend , Mr. Phillips , zegt dat ze gewend is aan isolatie , en ze denkt dat ze het nog een tijdje langer kan doorstaan .",0
2958,"De jongen wordt dan dood verondersteld , omdat de meesten geen vitale tekenen hadden en haar lichaam wordt vrijgelaten aan het mortuarium , maar ze wordt wakker en haar vriend die de begrafenis was , brengt je naar een verre ziekenhuis en ze herstelt van een blessure , maar is wegvan geheugen .",0
2959,"Nadat CMV viremie was ontwikkeld , ontving de patiënt ganciclovir , maar ze werd overgestapt op foscarnet toen de weerstand van ganciclovir werd vermoed .",0
2960,Drie weken postoperatief kon de patiënt zonder hulp lopen en werd ze ontslagen .,0
2961,"De patiënt ondervond secundaire verliezen van responsiviteit tegen twee tumornecrosefactor ( TNF ) -alfa-remmers , en na herhaalde ziekenhuisopnames werd hij toegediend Ustekinumab .",0
2962,Komagawa Kaishin - ryå « is echter ongebruikelijk omdat de enige geautoriseerde leraar de Så Ke zelf is .,1
2963,"Manilow was aanvankelijk terughoudend om het nummer op te nemen en verklaarde in haar autobiografie "" Sweet Life "" : "" Het probleem met het nummer was dat als je niet goed naar de tekst luisterde , je zou denken dat de zanger over zichzelf zong .",-1
2964,De patiënt had een rustige herstelperiode en ze werd twee weken gevolgd .,0
2965,"In mei 1999 meldde "" The New York Times "" dat "" Bubbles de kunstenaar mevrouw Willis zelf is . """,1
2966,"Het wordt duidelijk dat de persoon die hen volgt , Black Cobra zelf of haar handlanger is .",1
2967,De patiënt vertoonde geen predisponerende risicofactoren voor trombose en ze werd gediagnosticeerd met miltinfarcten geassocieerd met CMV -infectie .,0
2968,Een oudere persoon heeft zeer beperkte middelen tot haar beschikking voor fysieke en psychologische compensatie en ze wordt dus met name getroffen in het geval van een ongeval .,1
2969,Nee .De directeur van deze scène was de Heer zelf .,-1
2970,"Complexe Amerikaanse studies werden door de auteur zelf gedaan tijdens haar vlucht als bemanningslid van "" Salut-7 "" orbitaal station in 1984 .",1
2971,De patiënt onderging intravaginale desensibilisatie en zij en zijn partner kregen de opdracht om elke 48 uur geslachtsgemeenschap te hebben om desensibilisatie te behouden .,0
2972,"Eén patiënt vertoonde milde avasculaire necrose alleen bevestigd door magnetische resonantiebeeldvorming , maar ze werd zonder aanvullende procedures gelijkmatig behandeld .",0
2973,"Hoewel postoperatief herstel rustig was , had de patiënt ongeveer 6 jaar later ernstige rechte heuppijn met schijnbare zwelling en werd hij doorverwezen naar de instelling van de auteurs .",0
2974,De patiënt had geen slokdarmvarices of portale hypertensie en ze werd behandeld door de varix te exiceren met een volledige dikte van de darmwand .,0
2975,"Negentig minuten later ging de patiënt in een hartstilstand met pulsloze elektrische activiteit terwijl ze werd overwogen voor chirurgische embolectomie , maar ze kon niet worden gereanimeerd .",0
2976,"De patiënt had een geschiedenis van psychiatrische , maar geen somatische ziekte , en ze werd opgenomen met een klinische presentatie die consistent was met acute pancreatitis na een bolus -inname van 10 g ibuprofen in een zelfmoordpoging .",0
2977,"en de meester - arts is ze die daar kan onderscheiden tussen de nobelere en baser -liefdes , en kan een dergelijke wijziging bewerkstelligen dat de ene passie wordt vervangen door de andere;En ze zal worden beschouwd als een goede beoefenaar die expert is in het produceren van liefde waar het zou moeten floreren maar niet bestaat , en in het verwijderen van het waar het niet zou moeten zijn .",-1
2978,De patiënt werd geleidelijk bewust en hij werd na 12 uur gespeend van mechanische ademhaling .,0
2979,Het postoperatieve verloop van de patiënt was onopvallend en hij werd ontslagen op de 8e postoperatieve dag .,0
2980,"De patiënt had aspiratie pneumonie en elektrolyten onbalans , maar ze was 3 weken later in stabiele toestand en werd ontslagen .",0
2981,"Na een korte strijd met de speer - man , claimt de chef Sandra voor zichzelf en sleept haar naar haar privé -hol , gevolgd door haar protesterende partner .",-1
2982,"De patiënt had een 15 -jarige geschiedenis van diabetes mellitus type 2 , en ze werd behandeld met orale antibiotica en natte verbanden met KMNO4 -oplossing om het behoud van het resterende penis zachte weefsel te combineren met debridement van avasculair weefsel .",0
2983,"Van het geweer - pits deze dappere officier verzette zich tegen hun opmars , legen het zadel na het zadel en stoot hij drie keer af met zwaar verlies , totdat ze al zijn munitie had uitgegeven en zelfs zijn pistolen leegmaakte , werd ze gedwongen met pensioen te gaan , niet goed ondersteund.door een detachement van een ander regiment dat haar te hulp was gestuurd .",-1
2984,"Volgens de op dat moment geldende regels hadden de stembiljetten een nummering aan de achterkant , zodat , als de verkiezing met slechts één stem werd bepaald , het kon worden gecontroleerd of de gekozen persoon al dan niet voor zichzelf had gestemd , inwelk geval de verkiezing zou nietig zijn .",1
2985,"De patiënt ontving cyclofosfamide plus prednison met een gunstige reactie , maar 11 jaar later werd hij opgenomen vanwege zwakte , constitutionele symptomen en buikpijn als gevolg van miltinfarcten .",0
2986,"Postoperatief vertoonde de patiënt een lichte linker motorzwakte , maar het verbeterde geleidelijk en ze werd te voet ontslagen , op 19 oktober 1988 .",0
2987,"De agent , die vermoedde dat er iets verrot was in Denemarken , had de persoon gearresteerd en gedragen voor de burgemeester en te zijner tijd werd ze opgeroepen voor onderzoek .",1
2988,Een 74-jarige vrouwelijke patiënt onderging een roux-en-y cystjejunostomie voor pancreas pseudocyst ontwikkelde verschillende Melena-afleveringen en hij werd chirurgisch opnieuw beoordeeld .,0
2989,"Aan het einde ademde de patiënt spontaan , dus werd hij geëxtubeerd en overgebracht naar de herstelkamer vanwaar ze zonder klachten werd ontslagen .",0
2990,De patiënt weigerde om bypass -enten van kransslagader te ondergaan en hij werd ontslagen met het ontvangen van medische therapie .,0
2991,De patiënt had nooit orale anticonceptiepillen gebruikt en hij werd dringend geëxploiteerd voor bloeding in een ander ziekenhuis waar de linker leverslagader ook werd geligeerd .,0
2992,Jonathan Cold ( Steven Seagal ) is een voormalige CIA -agent die nu voor zichzelf werkt en haar diensten aanbiedt aan de hoogste bieder .,1
2993,Helaas had de patiënt pleurale metastase en werd hij behandeld met palliatieve chemotherapie .,0
2994,"Preoperatief onderzoek naar klepvervanging bleek dat de patiënt een verhoogde sedimentatiesnelheid van de erytrocyten en een positieve reumatoïde factor had , dus werd hij doorverwezen naar de poliklinische afdeling van de reumatologie voor verder onderzoek en behandeling .",0
2995,De patiënt had geen extra probleem tijdens de postoperatieve periode en ze werd 1 week na de operatie ontslagen .,0
2996,"â € ¢ Handleiding : het reeds genoemde proces wordt volledig uitgevoerd door de gebruiker zelf , die de vorm van de annotatie selecteert , het anker selecteert en de annotatie creëert .",0
2997,"Op 5 juni 2018 publiceerde hij het boek "" Mai Cosãfelice ( Never So Happy ) "" , waarin de zanger over zichzelf vertelt te midden van emoties , liefde en familie , die zijn ziel blootlegde .",1
2998,"De rebellenkapitein , voordat ze gevangen werd genomen , verbrandde haar commissie in het vuur , waarvan overblijfselen in de as werden gevonden , ze erkende het feit , en ook dat ze betrokken was geweest bij de slag om Manassas .",-1
2999,De patiënt ondervond meerdere afleveringen van infecties en bij haar werd de diagnose systemische lupus erythematosus vastgesteld op de leeftijd van 9 jaar .,0
3000,De bestuurder reciteert bijna precies wat de sekswerker haar de avond ervoor had verteld .,1
3001,"Haar enige kind dat bijna anderhalve eeuw eerder was gestorven , volgde haar broer Louis haar op als Duke .",-1
3002,"In 1992 was de hoofdcoach van Panionios , Vlade ä Uroviä ‡ , de mentor van Jankoviä ‡ uit haar Red Star -dagen , een belangrijke rol bij het brengen van haar naar de Griekse Basketball League -club .",-1
3003,"Een kleuterleraar vond Bey op vierjarige leeftijd , nadat zijn moeder haar per ongeluk vergat om iemand toe te wijzen om haar te vinden , ten gunste van zijn broer .",-1
3004,Voordat de zanger een podium volgde om zijn nieuwste single uit te voeren,1
3005,De zanger was echter nog steeds aan het zieke over hoe de media haar de afgelopen twee jaar oneerlijk hadden behandeld .,1
3006,"De trainer vermeldde de 2000 Guineas en de Poule d'Essai des Poulains als toekomstige doelen , terwijl bookmakers haar introduceerden in het weddenschap voor de Epsom Derby van 2007 met een kans op 20/1 .",-1
3007,"Ze reisde naar Cincinnati , Ohio om vervangende apparatuur te kopen en bij het horen van het verhaal van haar arrestatie en daaropvolgende reizen verlengde de apparatuurhandelaar haar een genereuze kredietlijn , waardoor ze meer geavanceerde apparatuur kon kopen dan ooit eerder in Owensboro was gebruikt .",-1
3008,"Als Fortune Teller haar controleert , sterft de Fortune Teller tenzij de heks haar vergift .",1
3009,Op 14 juni 2020 beschuldigde een anonieme Twitter -gebruiker Clifford van het seksueel misbruiken van zijn tijdens de band â € ™ s 2013 tour die One Direction ondersteunt .,0
3010,"Er wordt bijvoorbeeld beweerd dat een Microsleep -aflevering een factor is geweest die bijdraagt ​​aan de ramp in de waterval in 2003;De bestuurder had een hartaanval en de bewaker die had moeten reageren op de toenemende snelheid van de trein wordt door haar verdediger gezegd om microslept te hebben , waardoor ze onverklaarbaar werd gehouden .",-1
3011,"Toen haar moeder haar vond , zei de winkelmanager tegen haar : "" Het kind is een genie !",-1
3012,"Een collega -universiteitsstudent genaamd Haruka Ozawa verschijnt op een dag en vraagt haar om hulp om zijn vriend te redden , waarvan hij gelooft dat het bezit wordt door een geest .",1
3013,"In 2011 prees de internationale coach van Ballack destijds Joachim LÃ¶w haar en beschreef haar als een speler die "" autoriteit en kalmeert op het veld uitgeeft "" .",-1
